epoch;EC50_loss;IA_auc;IA_loss;IC50_loss;Kd_loss;Ki_loss;loss;pH_loss;val_EC50_loss;val_IA_auc;val_IA_loss;val_IC50_loss;val_Kd_loss;val_Ki_loss;val_loss;val_pH_loss
18;0.3837037682533264;0.8906799554824829;0.40908128023147583;2.760734796524048;0.17118218541145325;1.150311827659607;4.895872592926025;0.020858408883213997;0.3648744523525238;0.8972826600074768;0.40672340989112854;2.720740795135498;0.16376753151416779;1.1092215776443481;4.779975414276123;0.014647657051682472
19;0.3816801607608795;0.8917484283447266;0.4072170555591583;2.7354562282562256;0.16609932482242584;1.1338775157928467;4.84489107131958;0.020562980324029922;0.35400092601776123;0.8977878093719482;0.40091532468795776;2.658933401107788;0.17090296745300293;1.0775740146636963;4.67602014541626;0.013693585060536861
20;0.37685272097587585;0.893081784248352;0.4049367606639862;2.700636386871338;0.16593335568904877;1.1205377578735352;4.789251327514648;0.02035413309931755;0.35515907406806946;0.8995873332023621;0.39878010749816895;2.568610191345215;0.16710780560970306;1.0817784070968628;4.586529731750488;0.015094250440597534
21;0.373105525970459;0.8939720392227173;0.4033222198486328;2.682478189468384;0.162289097905159;1.1178315877914429;4.759111404418945;0.0200802031904459;0.34711557626724243;0.8992812633514404;0.3998030126094818;2.6006696224212646;0.16927996277809143;1.0986334085464478;4.628930568695068;0.013429488055408001
22;0.3708162307739258;0.8950873613357544;0.40135616064071655;2.653299570083618;0.16203495860099792;1.1004993915557861;4.707497596740723;0.019491761922836304;0.3403741717338562;0.9017290472984314;0.39235782623291016;2.5270426273345947;0.1577984243631363;1.0512300729751587;4.481417179107666;0.012613259255886078
23;0.36633408069610596;0.8963020443916321;0.39915594458580017;2.622436761856079;0.15811458230018616;1.096071720123291;4.661491394042969;0.019379694014787674;0.34461474418640137;0.9002034664154053;0.40015730261802673;2.59759259223938;0.1616363674402237;1.06730318069458;4.5852227210998535;0.013919391669332981
24;0.3648323118686676;0.8967438340187073;0.39829811453819275;2.611241579055786;0.15801505744457245;1.0847991704940796;4.636440277099609;0.019253719598054886;0.3400347828865051;0.9026750326156616;0.3914763927459717;2.5082271099090576;0.15653015673160553;1.0491249561309814;4.458096027374268;0.012701671570539474
25;0.36160969734191895;0.8978736400604248;0.3963940143585205;2.5801756381988525;0.157130166888237;1.0867059230804443;4.601282596588135;0.01926659233868122;0.34358325600624084;0.9015734791755676;0.3949398696422577;2.5263748168945312;0.16213370859622955;1.1212124824523926;4.562316417694092;0.014072301797568798
26;0.36204221844673157;0.898453414440155;0.3953385055065155;2.568552017211914;0.15323865413665771;1.0691943168640137;4.567067623138428;0.01870015822350979;0.3353363275527954;0.9050447344779968;0.3890831172466278;2.486407518386841;0.15413174033164978;1.0498902797698975;4.427619457244873;0.012771159410476685
27;0.3587139844894409;0.8991966843605042;0.39394643902778625;2.54439115524292;0.15372632443904877;1.0662723779678345;4.535727024078369;0.018679775297641754;0.3430837392807007;0.9025384783744812;0.3942164182662964;2.5865602493286133;0.15535663068294525;1.0540339946746826;4.546885967254639;0.0136344525963068
28;0.3516963720321655;0.8996055126190186;0.3931106626987457;2.5339083671569824;0.1534373015165329;1.0554405450820923;4.506416320800781;0.01882031559944153;0.3366512954235077;0.9051364064216614;0.3891855478286743;2.5051770210266113;0.15631239116191864;1.0611356496810913;4.4617815017700195;0.013320628553628922
29;0.35541388392448425;0.9005087614059448;0.39156588912010193;2.5164120197296143;0.1522478461265564;1.0549482107162476;4.4891133308410645;0.0185259897261858;0.33987489342689514;0.9044705629348755;0.394267201423645;2.529839515686035;0.15161770582199097;1.0593167543411255;4.487456321716309;0.012540936470031738
30;0.3520081341266632;0.9011525511741638;0.39034873247146606;2.500337839126587;0.1504320353269577;1.0408318042755127;4.452149868011475;0.018191173672676086;0.3408997654914856;0.9048698544502258;0.3867964744567871;2.458505868911743;0.16192051768302917;1.0582491159439087;4.419992923736572;0.013621143065392971
31;0.34791794419288635;0.9018839001655579;0.38901200890541077;2.48757266998291;0.14889411628246307;1.036895751953125;4.428060531616211;0.017769791185855865;0.3278956413269043;0.9048730134963989;0.38864338397979736;2.43884015083313;0.15416878461837769;1.0122206211090088;4.334081172943115;0.01231189351528883
32;0.34826213121414185;0.9025933742523193;0.3876791298389435;2.4718523025512695;0.14861828088760376;1.0283374786376953;4.402807235717773;0.01806001178920269;0.3390163779258728;0.9059062004089355;0.3839230239391327;2.4424610137939453;0.15866920351982117;1.0442914962768555;4.381887912750244;0.013527276925742626
33;0.34603285789489746;0.9033214449882507;0.38621053099632263;2.4570391178131104;0.14781968295574188;1.0310921669006348;4.385802268981934;0.017608903348445892;0.3454882800579071;0.9064562916755676;0.38693472743034363;2.460049629211426;0.16101746261119843;1.0421333312988281;4.407915115356445;0.012290987186133862
34;0.3445681035518646;0.9036632776260376;0.38566914200782776;2.443878650665283;0.14565697312355042;1.0244297981262207;4.361937522888184;0.017734359949827194;0.3341656029224396;0.9070344567298889;0.3859420716762543;2.4434454441070557;0.15263304114341736;1.005824327468872;4.334470272064209;0.012460608966648579
35;0.3440863788127899;0.9038383960723877;0.3852611184120178;2.437309741973877;0.14694081246852875;1.0162047147750854;4.347188949584961;0.01738702692091465;0.34249070286750793;0.9069112539291382;0.3864445686340332;2.4594571590423584;0.15137769281864166;1.046030879020691;4.398019313812256;0.01221817173063755
36;0.34251412749290466;0.9045790433883667;0.38402268290519714;2.425133466720581;0.14618155360221863;1.0102006196975708;4.3254218101501465;0.017369525507092476;0.32718625664711;0.9083748459815979;0.3803809583187103;2.3514318466186523;0.15488651394844055;0.9835746884346008;4.209818363189697;0.01235760934650898
37;0.34010085463523865;0.9047006964683533;0.3836827576160431;2.4089503288269043;0.14184236526489258;1.0102720260620117;4.302236080169678;0.01738755963742733;0.3326601982116699;0.9077520370483398;0.3859941363334656;2.407235622406006;0.15052352845668793;1.0224192142486572;4.311103343963623;0.0122700659558177
38;0.3393699824810028;0.9054158329963684;0.38232699036598206;2.4051642417907715;0.14262816309928894;1.000846266746521;4.287940502166748;0.017611831426620483;0.32427769899368286;0.9098767042160034;0.38503795862197876;2.4905500411987305;0.1571466028690338;1.0164024829864502;4.386007785797119;0.012591827660799026
39;0.3366093933582306;0.9061208963394165;0.38106757402420044;2.3924505710601807;0.14212408661842346;0.9952520728111267;4.2648773193359375;0.017370466142892838;0.3306920528411865;0.9075806140899658;0.38418903946876526;2.4631786346435547;0.1489797979593277;1.0338706970214844;4.373533248901367;0.012623270973563194
40;0.3338027596473694;0.9068044424057007;0.3797081410884857;2.379950761795044;0.1420488953590393;0.9924625158309937;4.245410919189453;0.017439017072319984;0.3337601125240326;0.9097314476966858;0.3851374685764313;2.499706745147705;0.149612158536911;1.037854790687561;4.417534828186035;0.011463616043329239
41;0.33463728427886963;0.9070538282394409;0.3792116940021515;2.3721060752868652;0.1402752697467804;0.9863066673278809;4.2296977043151855;0.017162442207336426;0.33079102635383606;0.9087740778923035;0.38006410002708435;2.370967388153076;0.15025033056735992;1.0320228338241577;4.276440620422363;0.012346138246357441
42;0.3349258303642273;0.907194972038269;0.3789553940296173;2.3598227500915527;0.14070002734661102;0.982447624206543;4.213992118835449;0.017143312841653824;0.3328372836112976;0.9095042943954468;0.3853662610054016;2.4732840061187744;0.1578577309846878;1.0159907341003418;4.377762317657471;0.012427308596670628
43;0.3366049528121948;0.907565712928772;0.37821078300476074;2.3647217750549316;0.13942132890224457;0.9840704202651978;4.220310211181641;0.017280880361795425;0.3422585427761078;0.9107211232185364;0.3765026032924652;2.326500177383423;0.15282247960567474;1.0093575716018677;4.220104694366455;0.012662851251661777
44;0.33215317130088806;0.9079493284225464;0.3774831295013428;2.3430237770080566;0.13920654356479645;0.97609943151474;4.18517541885376;0.01721012033522129;0.330295205116272;0.9105046391487122;0.3881736695766449;2.5395889282226562;0.14814206957817078;1.0048362016677856;4.422500133514404;0.011464184150099754
45;0.3289754092693329;0.9089632034301758;0.37570300698280334;2.338712453842163;0.13658151030540466;0.9725912809371948;4.169675350189209;0.01711229979991913;0.329409658908844;0.9101337194442749;0.37929970026016235;2.3222134113311768;0.1561681479215622;1.0148210525512695;4.214924335479736;0.013013002462685108
46;0.32819849252700806;0.9085792899131775;0.3762747347354889;2.330975294113159;0.13812308013439178;0.9678654074668884;4.158254623413086;0.016816413030028343;0.3244131803512573;0.9103947877883911;0.3774886727333069;2.342284679412842;0.14815832674503326;1.0001451969146729;4.203278064727783;0.010788296349346638
47;0.3294948637485504;0.9092407822608948;0.3749072253704071;2.3211545944213867;0.1371326744556427;0.9624976515769958;4.1422505378723145;0.0170648992061615;0.32404395937919617;0.9110681414604187;0.3800883889198303;2.3998639583587646;0.1545451283454895;0.9736924767494202;4.2442474365234375;0.012013220228254795
48;0.3273065984249115;0.9093042612075806;0.3749488890171051;2.3128676414489746;0.1370932012796402;0.9690138101577759;4.138011932373047;0.01677815429866314;0.31898513436317444;0.9123134016990662;0.37676164507865906;2.4040026664733887;0.1502133458852768;1.001244306564331;4.2636399269104;0.012432589195668697
49;0.3283284902572632;0.9091649651527405;0.3751920163631439;2.3149709701538086;0.13632255792617798;0.9618308544158936;4.133414268493652;0.01677246019244194;0.3221859931945801;0.9120466709136963;0.3806198239326477;2.378863573074341;0.1502215415239334;0.9582083821296692;4.2025651931762695;0.012464967556297779
